=== FRESH25 STAGE1-2B START Thu Aug 20 02:12:49 BST 2026 ===
Loading GLiNER-BioMed model... (this may take a moment on the first run)
 Fetching 12 files:   0%|          | 0/12 [00:00<?, ?it/s] Fetching 12 files: 100%|██████████| 12/12 [00:00<00:00, 2615.04it/s]
Loading GLiNER-relex model... (this may take a moment on the first run)
 Fetching 10 files:   0%|          | 0/10 [00:00<?, ?it/s] Fetching 10 files: 100%|██████████| 10/10 [00:00<00:00, 2682.12it/s]
Asking to truncate to max_length but no maximum length is provided and the model has no predefined maximum length. Default to no truncation.
Asking to truncate to max_length but no maximum length is provided and the model has no predefined maximum length. Default to no truncation.
Loading SapBERT model for vector normalization... (this may take a moment)
================================================================================
🚀 RUNNING END-TO-END PIPELINE (STAGE 1 -> STAGE 2a -> STAGE 2b) ON 25 NAMED NOTE(S)
================================================================================
Reading from /home/ec2-user/clinical_neuro_symbolic_pipeline_reorder/data/raw_notes/gold_notes.csv

[1/25] Running Stage 1 -> Stage 2a -> Stage 2b via src.clinical_pipeline.run_pipeline() on 11532659-DS-11...
ℹ️ 17/26 relations in 11532659-DS-11 had at least one unlinked endpoint.
... 478 entities accepted, 478 normalized, 478 routed LOW, 54 non-asserted, 0 retained below threshold, 11 recovered via original-form fallback.
DOCTOR WROTE         | LABEL        | OMOP MAPPING                 | TIER           | ASSERTION  | IN
    [dry-run KG3 write OK] would write concept_id=1112807 (aspirin)
  [89/110] 'staple/suture removal' (Procedure)  [elapsed 247.7m | done 2206 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [90/110] 'Changes in vision' (Symptom)  [elapsed 248.0m | done 2207 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [91/110] 'loss of vision' (Symptom)  [elapsed 248.2m | done 2208 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=44790784 (Loss of vision)
  [92/110] 'blurring' (Symptom)  [elapsed 248.3m | done 2209 | skipped 0 | errors 0]
    -> tier=TIER_2_AUTO_RESOLVED routing=HITL_REQUIRED reason=tier2_auto_resolved_pending_revalidation
  [93/110] 'double vision' (Symptom)  [elapsed 248.7m | done 2210 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=373474 (Diplopia)
  [94/110] 'half vision' (Symptom)  [elapsed 248.8m | done 2211 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [95/110] 'Slurring of speech' (Symptom)  [elapsed 249.1m | done 2212 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4125590 (Slurred speech)
  [96/110] 'difficulty finding correct words to use' (Symptom)  [elapsed 249.2m | done 2213 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [97/110] 'Severe' (Symptom)  [elapsed 249.5m | done 2214 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4087703 (Severe)
  [98/110] 'worsening' (Qualifier)  [elapsed 249.6m | done 2215 | skipped 0 | errors 0]
    -> tier=TIER_5_TRUE_AMBIGUITY routing=HITL_REQUIRED reason=standalone_qualifier_span
  [99/110] 'headache' (Condition)  [elapsed 249.6m | done 2216 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=378253 (Headache)
  [100/110] 'pain \nmedication' (Medication)  [elapsed 249.7m | done 2217 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [101/110] 'arm' (Condition)  [elapsed 249.9m | done 2218 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [102/110] 'leg' (Anatomy)  [elapsed 250.0m | done 2219 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [103/110] 'Trouble swallowing, breathing, or talking' (Symptom)  [elapsed 250.1m | done 2220 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4125274 (Difficulty swallowing)
  [104/110] 'Temperature' (Symptom)  [elapsed 250.2m | done 2221 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [105/110] 'Bleeding' (Symptom)  [elapsed 250.4m | done 2222 | skipped 0 | errors 0]
    -> tier=None routing=HITL_REQUIRED reason=below_confidence_threshold
  [106/110] 'new' (Qualifier)  [elapsed 250.5m | done 2223 | skipped 0 | errors 0]
    -> tier=TIER_5_TRUE_AMBIGUITY routing=HITL_REQUIRED reason=standalone_qualifier_span
  [107/110] 'increased' (Qualifier)  [elapsed 250.5m | done 2224 | skipped 0 | errors 0]
    -> tier=TIER_5_TRUE_AMBIGUITY routing=HITL_REQUIRED reason=standalone_qualifier_span
  [108/110] 'drainage' (Procedure)  [elapsed 250.5m | done 2225 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [109/110] 'incision' (Anatomy)  [elapsed 250.7m | done 2226 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [110/110] 'drainage' (Symptom)  [elapsed 250.8m | done 2227 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
[note 16/25] 12969257-DS-11: 104 record(s), 104 remaining after resume-skip
  [1/104] 'left-sided rib fractures' (Condition)  [elapsed 250.9m | done 2228 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=760851 (Fracture of left rib)
  [2/104] 'hemothorax' (Condition)  [elapsed 251.0m | done 2229 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4135466 (Hemothorax)
  [3/104] 'abdominal\ndiscomfort' (Symptom)  [elapsed 251.1m | done 2230 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4183041 (Abdominal discomfort)
  [4/104] 'left elbow' (Anatomy)  [elapsed 251.2m | done 2231 | skipped 0 | errors 0]
    -> tier=None routing=HITL_REQUIRED reason=below_confidence_threshold
  [5/104] 'discomfort' (Condition)  [elapsed 251.3m | done 2232 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4090431 (Discomfort)
  [6/104] 'head strike' (Condition)  [elapsed 251.4m | done 2233 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [7/104] 'aspirin' (Medication)  [elapsed 251.5m | done 2234 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=1112807 (aspirin)
  [8/104] 'hypertension' (Condition)  [elapsed 251.6m | done 2235 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=316866 (Hypertensive disorder)
  [9/104] 'hyperlipidemia' (Condition)  [elapsed 251.7m | done 2236 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=432867 (Hyperlipidemia)
  [10/104] 'trauma eval' (Procedure)  [elapsed 251.8m | done 2237 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [11/104] 'oxycodone Toradol' (Medication)  [elapsed 251.8m | done 2238 | skipped 0 | errors 0]
    -> tier=TIER_5_TRUE_AMBIGUITY routing=HITL_REQUIRED reason=no_candidates
  [12/104] 'Physical Exam' (Procedure)  [elapsed 251.9m | done 2239 | skipped 0 | errors 0]
    -> tier=TIER_3_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4240345 (Physical examination)
  [13/104] 'General' (Procedure)  [elapsed 251.9m | done 2240 | skipped 0 | errors 0]
    -> tier=TIER_3_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4036803 (General examination of patient)
  [14/104] 'NAD' (Symptom)  [elapsed 251.9m | done 2241 | skipped 0 | errors 0]
    -> tier=TIER_3_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4085245 (No abnormality detected)
  [15/104] 'RRR' (Symptom)  [elapsed 251.9m | done 2242 | skipped 0 | errors 0]
    -> tier=TIER_3_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4297303 (Normal heart rate)
  [16/104] 'soft' (Symptom)  [elapsed 251.9m | done 2243 | skipped 0 | errors 0]
    -> tier=TIER_3_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4096862 (Abdomen soft)
  [17/104] 'Gen' (Procedure)  [elapsed 251.9m | done 2244 | skipped 0 | errors 0]
    -> tier=TIER_3_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4036803 (General examination of patient)
  [18/104] 'HRR' (Procedure)  [elapsed 251.9m | done 2245 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=short_alphanumeric_code_trap
  [19/104] 'Pulm' (Procedure)  [elapsed 252.2m | done 2246 | skipped 0 | errors 0]
    -> tier=TIER_3_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4149530 (Examination of respiratory system)
  [20/104] 'LS' (Anatomy)  [elapsed 252.3m | done 2247 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [21/104] 'TTP' (Lab Test)  [elapsed 252.4m | done 2248 | skipped 0 | errors 0]
    -> tier=TIER_5_TRUE_AMBIGUITY routing=HITL_REQUIRED reason=no_candidates
  [22/104] 'left' (Qualifier)  [elapsed 252.4m | done 2249 | skipped 0 | errors 0]
    -> tier=TIER_5_TRUE_AMBIGUITY routing=HITL_REQUIRED reason=standalone_qualifier_span
  [23/104] 'Abd' (Procedure)  [elapsed 252.4m | done 2250 | skipped 0 | errors 0]
    -> tier=TIER_3_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4075966 (Examination of abdomen)
  [24/104] 'NT' (Symptom)  [elapsed 252.4m | done 2251 | skipped 0 | errors 0]
    -> tier=TIER_3_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=197981 (Abdominal tenderness)
  [25/104] 'ND' (Symptom)  [elapsed 252.4m | done 2252 | skipped 0 | errors 0]
    -> tier=TIER_3_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=442597 (Swollen abdomen)
  [26/104] 'Ext' (Procedure)  [elapsed 252.4m | done 2253 | skipped 0 | errors 0]
    -> tier=TIER_3_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4121315 (Examination of limb)
  [27/104] 'edema' (Condition)  [elapsed 252.4m | done 2254 | skipped 0 | errors 0]
    -> tier=TIER_3_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=433595 (Edema)
  [28/104] 'WBC-7' (Lab Test)  [elapsed 252.5m | done 2255 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [29/104] 'Hgb-12.7' (Lab Test)  [elapsed 252.7m | done 2256 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [30/104] 'Hct-37.8' (Lab Test)  [elapsed 253.1m | done 2257 | skipped 0 | errors 0]
    -> tier=TIER_5_TRUE_AMBIGUITY routing=HITL_REQUIRED reason=below_similarity_floor
  [31/104] 'MCV-90' (Lab Test)  [elapsed 253.1m | done 2258 | skipped 0 | errors 0]
    -> tier=TIER_2_AUTO_RESOLVED routing=HITL_REQUIRED reason=tier2_auto_resolved_pending_revalidation
  [32/104] 'MCH-30' (Lab Test)  [elapsed 253.4m | done 2259 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [33/104] 'MCHC-33' (Lab Test)  [elapsed 253.7m | done 2260 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [34/104] 'WBC-10' (Lab Test)  [elapsed 254.1m | done 2261 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [35/104] 'RBC-4' (Lab Test)  [elapsed 254.4m | done 2262 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [36/104] 'Hgb-13' (Lab Test)  [elapsed 254.7m | done 2263 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [37/104] 'Hct-40' (Lab Test)  [elapsed 255.0m | done 2264 | skipped 0 | errors 0]
    -> tier=TIER_5_TRUE_AMBIGUITY routing=HITL_REQUIRED reason=below_similarity_floor
  [38/104] 'MCV-91' (Lab Test)  [elapsed 255.0m | done 2265 | skipped 0 | errors 0]
    -> tier=TIER_2_AUTO_RESOLVED routing=HITL_REQUIRED reason=tier2_auto_resolved_pending_revalidation
  [39/104] 'RDW-13' (Lab Test)  [elapsed 255.4m | done 2266 | skipped 0 | errors 0]
    -> tier=TIER_2_AUTO_RESOLVED routing=HITL_REQUIRED reason=tier2_auto_resolved_pending_revalidation
  [40/104] 'RDWSD-43' (Lab Test)  [elapsed 255.7m | done 2267 | skipped 0 | errors 0]
    -> tier=TIER_5_TRUE_AMBIGUITY routing=HITL_REQUIRED reason=no_candidates
  [41/104] 'Glucose-98' (Lab Test)  [elapsed 255.7m | done 2268 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4149519 (Glucose measurement)
  [42/104] 'UreaN-12' (Lab Test)  [elapsed 255.8m | done 2269 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [43/104] 'Cl-108' (Lab Test)  [elapsed 255.9m | done 2270 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [44/104] 'HCO3-23' (Lab Test)  [elapsed 256.0m | done 2271 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4227915 (Bicarbonate measurement)
  [45/104] 'Glucose-102' (Lab Test)  [elapsed 256.1m | done 2272 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4149519 (Glucose measurement)
  [46/104] 'UreaN-19' (Lab Test)  [elapsed 256.2m | done 2273 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [47/104] 'HCO3-21' (Lab Test)  [elapsed 256.4m | done 2274 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4227915 (Bicarbonate measurement)
  [48/104] 'AnGap-15' (Lab Test)  [elapsed 256.5m | done 2275 | skipped 0 | errors 0]
    -> tier=TIER_5_TRUE_AMBIGUITY routing=HITL_REQUIRED reason=no_candidates
  [49/104] 'Calcium-7.8' (Lab Test)  [elapsed 256.5m | done 2276 | skipped 0 | errors 0]
    -> tier=TIER_3_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4216722 (Calcium measurement)
  [50/104] 'Phos-2.4' (Lab Test)  [elapsed 256.5m | done 2277 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [51/104] 'Moderate' (Qualifier)  [elapsed 256.7m | done 2278 | skipped 0 | errors 0]
    -> tier=TIER_5_TRUE_AMBIGUITY routing=HITL_REQUIRED reason=standalone_qualifier_span
  [52/104] 'cervical spondylosis' (Condition)  [elapsed 256.7m | done 2279 | skipped 0 | errors 0]
    -> tier=TIER_1B_CALIBRATED_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4308802 (Cervical spondylosis)
  [53/104] 'head' (Anatomy)  [elapsed 256.9m | done 2280 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [54/104] 'spleen' (Anatomy)  [elapsed 256.9m | done 2281 | skipped 0 | errors 0]
    -> tier=TIER_1B_CALIBRATED_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4302605 (Splenic structure)
  [55/104] 'right' (Qualifier)  [elapsed 257.0m | done 2282 | skipped 0 | errors 0]
    -> tier=TIER_5_TRUE_AMBIGUITY routing=HITL_REQUIRED reason=standalone_qualifier_span
  [56/104] 'diaphragmatic hernia' (Condition)  [elapsed 257.1m | done 2283 | skipped 0 | errors 0]
    -> tier=TIER_1B_CALIBRATED_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=201061 (Diaphragmatic hernia)
  [57/104] 'liver' (Anatomy)  [elapsed 257.2m | done 2284 | skipped 0 | errors 0]
    -> tier=TIER_1B_CALIBRATED_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4009105 (Liver structure)
  [58/104] 'Severe calcified coronary atherosclerosis' (Condition)  [elapsed 257.3m | done 2285 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [59/104] 'right common iliac artery' (Anatomy)  [elapsed 257.6m | done 2286 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [60/104] 'aneurysm' (Symptom)  [elapsed 257.7m | done 2287 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [61/104] 'Diverticulosis' (Condition)  [elapsed 257.9m | done 2288 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [62/104] 'diverticulitis' (Condition)  [elapsed 258.0m | done 2289 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [63/104] 'HTN' (Condition)  [elapsed 258.2m | done 2290 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=short_alphanumeric_code_trap
  [64/104] 'Head' (Anatomy)  [elapsed 258.3m | done 2291 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [65/104] 'subgaleal hematoma' (Condition)  [elapsed 258.4m | done 2292 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [66/104] 'posterior' (Symptom)  [elapsed 258.5m | done 2293 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4116868 (Posterior)
  [67/104] 'vertex' (Anatomy)  [elapsed 258.6m | done 2294 | skipped 0 | errors 0]
    -> tier=TIER_1B_CALIBRATED_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4231121 (Vertex structure)
  [68/104] 'C-spine' (Anatomy)  [elapsed 258.7m | done 2295 | skipped 0 | errors 0]
    -> tier=TIER_2_AUTO_RESOLVED routing=HITL_REQUIRED reason=tier2_auto_resolved_pending_revalidation
  [69/104] 'CT' (Procedure)  [elapsed 259.0m | done 2296 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4300757 (Computed tomography)
  [70/104] 'lateral\nleft eighth and ninth rib fractures' (Condition)  [elapsed 259.1m | done 2297 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [71/104] 'pleural effusion' (Condition)  [elapsed 259.1m | done 2298 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=254061 (Pleural effusion)
  [72/104] 'pneumothorax' (Condition)  [elapsed 259.2m | done 2299 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=253796 (Pneumothorax)
  [73/104] 'trauma' (Condition)  [elapsed 259.4m | done 2300 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [74/104] 'surgery' (Symptom)  [elapsed 259.5m | done 2301 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4121697 (Surgery)
  [75/104] 'multiple \nrib fractures' (Condition)  [elapsed 259.5m | done 2302 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4128914 (Fracture of multiple ribs)
  [76/104] 'hypoxia' (Condition)  [elapsed 259.6m | done 2303 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4306572 (Hypoxia)
  [77/104] 'HD2' (Lab Test)  [elapsed 259.7m | done 2304 | skipped 0 | errors 0]
    -> tier=TIER_5_TRUE_AMBIGUITY routing=HITL_REQUIRED reason=no_candidates
  [78/104] 'incentive \nspirometry' (Procedure)  [elapsed 259.8m | done 2305 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4046481 (Incentive spirometry)
  [79/104] 'heparin' (Medication)  [elapsed 259.9m | done 2306 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=1367571 (heparin)
  [80/104] 'venodyne boots' (Medication)  [elapsed 260.0m | done 2307 | skipped 0 | errors 0]
    -> tier=TIER_5_TRUE_AMBIGUITY routing=HITL_REQUIRED reason=no_candidates
  [81/104] 'Acetaminophen' (Medication)  [elapsed 260.0m | done 2308 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=1125315 (acetaminophen)
  [82/104] 'acetaminophen' (Medication)  [elapsed 260.1m | done 2309 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=1125315 (acetaminophen)
  [83/104] 'Docusate Sodium' (Medication)  [elapsed 260.2m | done 2310 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [84/104] 'Mild' (Procedure)  [elapsed 260.5m | done 2311 | skipped 0 | errors 0]
    -> tier=TIER_1B_CALIBRATED_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=3654363 (Minimally invasive decompression of lumbar spine)
  [85/104] 'ibuprofen' (Medication)  [elapsed 260.6m | done 2312 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=1177480 (ibuprofen)
